,Company Name,Job Summary,Job Title,Location,Salary Class
1533,Walmart eCommerce,"We are a highly motivated group of Big Data Geeks, Data Scientists and Applications Engineers, working in small agile group to solve sophisticated and high...",Senior Software Engineer - Big Data Engineer,"Sunnyvale, CA",High
1534,Upwork,"We need data scientists to explore, analyze, and leverage our data to build cutting edge data products for our marketplace....","Principal Data Scientist (Software Engineer, Machine Learnin...","Mountain View, CA",High
1535,Walmart eCommerce,"The Growth-Products is a team of engineers, scientists and product experts who build products to drive customer acquistion by leveraging data from multiple data...",Principal Software Engineer,"Sunnyvale, CA",High
1536,Electronic Arts,You can hold your own working with the best engineers and data scientists and can articulate our position in external settings....,Product Manager - Data Platform,"Redwood City, CA 94065",High
1537,A9.com,Manage and mentor data scientists. Perform hands-on data analysis and modeling on huge data sets. The Forecasting and Optimization team builds end-to-end...,Manager - Data Sciences - Forecasting and Optimization,"Palo Alto, CA",High
1538,"ReqRoute,Inc","Big data Architect. Design and develop a distributed data processing platform using Big Data technologies. Collaborate with product managers, data scientists,...",1001 Big Data Architect,"Sunnyvale, CA",High
1539,Netflix,"You will team up with our applied researchers and data scientists to implement scalable, flexible, production-ready solutions for our algorithms....",Senior Software Engineer - Machine Learning Platform,"Los Gatos, CA",High
1540,LinkedIn,"Collaborate with engineering teams to root-cause data problems, devise robust fixes and correct the impacted data....",Senior Data Scientist - Data Analytics & Measurement,"Mountain View, CA 94043",High
1541,Elevate Recruiting Group,Were going to change the way developers and data scientists interact with Hadoop in a way that will change the game in Big Data....,Big Data Engineer,"Palo Alto, CA",High
1542,Netflix,"Youâ€™ll be the lead software engineer working with data scientists, data engineers and application developers across the entire company to design and build an...",Senior Software Engineer - Real Time Analytics,"Los Gatos, CA",High
1543,Sandia National Laboratories,"R and D Data Scientist (Experienced). We are seeking a R&D Computer Scientist with a focus in in applied mathematics, computer science, and data sciences\....",R and D Data Scientist (Experienced),"Livermore, CA",High
1544,Netflix,Netflix is seeking a talented and versatile data scientist to analyze and help optimize the algorithms used for movies and TV shows recommendations for over 69...,Senior Data Scientist - Algorithm Experimentation,"Los Gatos, CA",High
1545,Tesla Motors,"You'll be integrated within the data platform team and work directly with data engineers and data scientists to address the challenges we face now, and to...",Senior Data Platform Site Reliability Engineer,"Palo Alto, CA",High
1546,PayPal,Proven experience leading and mentoring data scientists. Deliver high-quality internal machine learning tools and customer-facing data science solutions with...,"Sr Manager, Data Science","San Jose, CA",High
1547,xactly,Working with data scientists and data analysts to explore and mine complex data sets. The ideal candidate will have strong data analysis skills and a strong...,"Product Manager, Insights","San Jose, CA",High
1548,"TawTec, Inc.","Lead Data Scientist. The ideal candidate should be an expert in machine learning, data mining, and statistical analysis of large-scale data sets, for example,...",Lead Data Scientist,"Santa Clara, CA",High
1549,Maxim Integrated,"Help develop a team comprised of data scientists, statisticians and computational scientists. The Senior Managing Data Scientist is a senior technical and...",Senior Managing Data Scientist,"San Jose, CA 95131 (North Valley area)",High
1550,Apple,"You are a leader with track record of attracting, retaining, and growing highly skilled data engineers and data scientists to create a self-organized and highly...",Data Engineering Manager,"Santa Clara Valley, CA",High
1551,Suning Commerce R&D Center,Work with data scientists and remote DBAs to rapidly design and implement distributed analytic and modelling systemsâ€¢ Lead and contribute significantly to...,Senior Machine Learning Engineer-Spark,"Palo Alto, CA 94304",High
1552,Palo Alto Networks,"Passion for doing research on large data sets containing ill-formatted data. Ability to communicate with research teams and data scientists, finding bottlenecks...",Java Data Analytics Engineer,"Santa Clara, CA 95054",High
1553,Mezi,"Good understanding of data structures, algorithms and design patterns. You will be a key member of the Data Science & engineering staff working on our...",Sr. Software Engineers - Machine Learning & Artificial Intel...,"Sunnyvale, CA",High
1554,Netflix,"Netflix data science is a unique combination of big data, algorithms, and entertainment:. Turning Data into a Better Viewing Experience....",Senior Data Scientist - Streaming Science & Algorithms,"Los Gatos, CA",High
1555,Maxim Integrated,"Armed with data and analytical results, a top-tier data scientist will then communicate informed conclusions and recommendations across an organizationâ€™s...",Director of Supply Chain Analytics,"San Jose, CA 95131 (North Valley area)",High
1556,Chegg,Comfortable using various data access tools and working with disparate sources of data and data quality issues. Analytics & Data Science....,Director of Consumer Analytics,"Santa Clara, CA 95054",High
1557,Netflix,"You will partner with data scientists, algorithm engineers, and data engineers to solve business problems as they become computationally intractable....","Senior Data Engineer, Personalization Analytics","Los Gatos, CA",High
1558,FireEye,Data Scientist will need to understand our business /problems and work with our internal data to provide recommendations for the executives....,Sales Operations: Sr. Data Scientist,"Milpitas, CA 95035",High
1559,LinkedIn,"We are looking for a strong, enthusiastic data scientist to join the team focusing on LinkedIn Search products....",Senior Data Scientist - Search Analytics,"Mountain View, CA 94043",High
1560,Netflix,Strong data visualizations skills to convey information and results clearly. Proactively perform data exploration on user behavior to discover future testing...,Senior Data Scientist - Growth Experimentation and Modeling,"Los Gatos, CA",High
1561,NEXTEV,"Job Description: As a NEXTEV Senior Engineer in the Machine Learning team, you will have the extraordinary opportunity to apply leading edge research to","Sr. Engineer, Machine Learning","San Jose, CA",High
1562,Robert Bosch LLC,"Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Post Doc - Data Mining for IoT,"Palo Alto, CA 94304",High
1563,Anomali Inc.,"Has presented at a security, data science, or big data conference. We are looking for exceptional data scientists who are willing and able to work in a fast...",Senior Data Scientist,"Redwood City, CA",High
1564,LinkedIn,"As a data scientist, you will partner with the team to measure, understand, and improve the user experience via data, recommendations, and product strategy....","Senior Data Scientist - Growth & Engagement, Consumer Analyt...","Mountain View, CA 94043",High
